Index,JP,UK,US,Euro,Pac,,,,,,
2002-04-30,0.0017361971,0.0066701111,0.0007255132,0.0011697206,-0.0021325323,,0.1657066422,0.6375015723,0.0693342871,0.1117664934,0
2002-05-31,0.0048788146,0.0003484581,0.0075169103,0.0060006608,-0.0008281538,,0.4664204082,0.0333405229,0.7191727388,0.574061593,0
2002-06-28,-0.0015969952,-0.0050764724,-0.0303103666,0.0012130409,0.0007032752,,-0.1527247421,-0.485123042,-2.8958016125,0.1159193178,0
2002-07-31,-0.0017072509,-0.013541302,-0.044324677,-0.015865999,0.0017063996,,-0.1630224758,-1.2943918035,-4.2361380267,-1.5161874394,0
2002-08-30,-0.0005160692,0.0009466259,0.0083129481,-0.0006384859,-0.000311841,,-0.0492858898,0.0903247389,0.7932208837,-0.0609199729,0
2002-09-30,-0.0028171709,-0.0069403326,-0.0590958225,-0.0186495692,0.0028817371,,-0.26957743,-0.664091666,-5.6525301649,-1.7839601629,0
2002-10-31,-0.0025445429,0.004444332,0.0284531266,0.0088358115,-0.00062708,,-0.2492257173,0.4359527743,2.7902012047,0.8666011372,0
2002-11-29,0.0016054823,0.0011125356,0.0106600316,0.0132157301,-0.0012581972,,0.1535558787,0.1062597036,1.0185448811,1.2627529602,0
2002-12-31,0.0007064891,-0.0007948928,-0.0063482375,0.0016546365,0.0008716503,,0.0676179438,-0.0760340823,-0.6074234442,0.1582853025,0
2003-01-31,-0.0010543415,-0.0038472709,-0.0138719479,-0.0003787782,0.0006017526,,-0.1054939212,-0.3849500087,-1.3871348577,-0.037870551,0.0601859609
2003-02-28,0.0042659189,0.0003085028,-0.0095487431,-0.004911968,-0.0005121883,,0.4190321772,0.0302870012,-0.937769838,-0.4824426981,0
2003-03-31,-0.0032966513,-0.0010141551,-0.0012800616,-0.0018012327,-0.0005963842,,-0.329484207,-0.1014649108,-0.1280128898,-0.1801529063,-0.0595759699
2003-04-30,0.0015631784,0.0057395854,0.0471202183,0.0191344683,0.0005721811,,0.156382124,0.573929426,4.712095504,1.9132320804,0.0571662635
2003-05-30,0.0018035289,0.0073812113,0.0437864378,0.0060956891,0.0050353934,,0.1802845662,0.7378557395,4.3787198078,0.6098267838,0.5036190172
2003-06-30,0.0061374422,0.0012144735,0.0034290293,0.0044828249,0.0056297072,,0.6136187004,0.1215309025,0.3428710874,0.4483982513,0.5629757412
2003-07-31,-0.0012829379,0.0008516487,0.0090721726,0.0029413354,0.0060777401,,-0.1283129465,0.0851297153,0.9071980062,0.2942678611,0.6076735944
2003-08-29,0.0085526045,0.0001517107,0.0097173328,0.0024159458,0.0085805199,,0.8557069759,0.01516321,0.9716763895,0.241677984,0.8578159558
2003-09-30,0.0115862392,0.0013305708,-0.0021043393,0.0009781079,0.0041048084,,1.1587301694,0.1331044372,-0.2104177507,0.0978167624,0.4105057024
2003-10-31,0.0092646438,0.0047485488,0.0311023454,0.0091529757,0.0080019154,,0.9265142101,0.4747580218,3.1100127479,0.9154411234,0.8003843754
2003-11-28,-0.0080177522,0.0020084241,0.0151625745,0.0073655024,-0.0016239984,,-0.8016001572,0.2007893464,1.5164364565,0.7364688341,-0.1624050641
2003-12-31,0.0154289149,0.0036101393,0.0295365494,0.0115053602,0.0065592125,,1.5428563161,0.3612795299,2.9531819428,1.1508150185,0.6560029109
2004-01-30,0.0053229313,0.0019942296,0.0052257163,0.0014953416,0.0069807554,,0.5324667048,0.1993782529,0.5226010262,0.1494876106,0.697903809
2004-02-27,0.0024203206,0.0066993647,0.0121656143,0.0036314143,0.0044441404,,0.2419637627,0.6701876107,1.2166270182,0.3630448421,0.4444469494
2004-03-31,0.0314516136,-0.001078335,-0.0003230627,-0.0013534224,0.0002586845,,3.1448362613,-0.1078968425,-0.0323051954,-0.1353506536,0.0258653876
2004-04-30,-0.0129912024,-0.0015701603,-0.0151506613,0.0015120541,-0.0016727455,,-1.2992507209,-0.1570135543,-1.5150089026,0.1512114368,-0.1672398671
2004-05-31,-0.0033949635,0.0016902559,0.0024466235,0.0001143386,6.68105663480317e-06,,-0.3395879521,0.1690789041,0.2446567964,0.0114316478,0.0006675824
2004-06-30,0.0095081872,0.0029086181,0.0146060728,0.0076183185,-0.0004978455,,0.933884264,0.2857535947,1.4348082142,0.7482399842,0
2004-07-30,-0.0057346374,-0.0015402195,-0.0047977099,0.0001970992,0.0028133588,,-0.5733777858,-0.1540890267,-0.4797713695,0.0197095851,0.2812426394
2004-08-31,0.0007803891,0.0001162479,-0.0023219279,0.0036631733,0.0040189559,,0.0780802068,0.0116204827,-0.2321796216,0.3663521939,0.4019801046
2004-09-30,2.94964028776981e-05,0.0048943988,0.0284495478,0.0083015827,0.0055746454,,0,0.4887570199,2.8407374357,0.8288657829,0.5568869232
2004-10-29,-6.53206412825651e-05,0.0033232866,0.0082203507,0.0119739379,0.0021157515,,0,0.3305068273,0.8177901911,1.1908853856,0.2104317927
2004-11-30,0.0014233823,0.0070258065,0.0363036935,0.0165466119,0.0077494655,,0.1424300511,0.7026570829,3.6303091043,1.6548206363,0.7746723836
2004-12-31,0.0009942668,0.0050716648,0.0107233738,0.01310868,0.0038593465,,0.0993798493,0.5069926542,1.0723655689,1.3111996375,0.3858335307
2005-01-31,0.0002220952,0.0009885915,-0.0020411028,-0.003320782,0.0003955489,,0.0222085734,0.0988948457,-0.2041194927,-0.332012328,0.0395501708
2005-02-28,0.0007838734,0.005502248,0.0323794723,0.0123332982,0.0026425435,,0.0783214417,0.5503708847,3.2379796843,1.2333073571,0.2642216167
2005-03-31,-0.0003055743,-0.0045133024,-0.001428674,-0.005071685,-0.0028333826,,-0.0306215294,-0.4512070901,-0.142854683,-0.5072593255,-0.2833320131
2005-04-29,-0.0001718095,-0.0034449925,-0.0209542256,-0.0120792481,0.0009169524,,-0.017169795,-0.3445922664,-2.0955166336,-1.2077283177,0.0917103751
2005-05-31,-0.0004094987,-0.000624,0.0198583219,0.0008524538,0.0007614776,,-0.0410332676,-0.0623950811,1.9858656995,0.085242592,0.0761245317
2005-06-30,0.0004516342,0.0032424303,0.0258526168,0.0037831362,0.004905374,,0.0451170616,0.3242992922,2.585314745,0.3782710051,0.4905910621
2005-07-29,0.0005290025,0.0011066967,0.0291408521,0.0121750777,0.0057841805,,0.0527965486,0.1106347868,2.9143870268,1.2177701873,0.5782496192
2005-08-31,0.0008875852,0.0031247894,0.0146033694,0.0035575211,-0.0006932411,,0.0889815824,0.3124987426,1.4602810423,0.3557680004,-0.0692991975
2005-09-30,0.0015725632,0.001740714,0.02114285,0.0093544124,0.0046124549,,0.1574180613,0.1740732773,2.114202486,0.9354662146,0.4612042674
2005-10-31,0.0003179986,-0.0028026215,-0.0301133327,-0.0092339431,-0.0064748117,,0.0318233367,-0.2802103109,-3.0112753567,-0.9234149605,-0.6473914367
2005-11-30,0.0001732505,0.0026168037,0.0205483056,0.0041653299,0.0035960297,,0.0173176913,0.2617629305,2.0548730245,0.4165066707,0.3595466212
2005-12-31,0.0072535316,0.0028117687,0.007255723,0.0093318431,0.0034144003,,0.7254050181,0.2810825378,0.7255679149,0.933242116,0.3414406902
2006-01-31,0.003094425,0.0084906604,0.0342637832,0.015632483,0.010162446,,0.3094230676,0.8492562981,3.4266738077,1.5629064273,1.0160980261
2006-02-28,0.0003004585,-0.0009174515,-0.0088002101,0.0041814882,-0.0002982138,,0.0300536276,-0.0917643953,-0.8799262249,0.4181099438,-0.0298265703
2006-03-31,0.0008549915,0.0035014147,0.009312732,0.0157190729,0.0017755292,,0.0855447551,0.3502322399,0.9311316299,1.5718483983,0.177577762
2006-04-28,0.0024443542,0.006000225,0.0118199609,0.0108827789,0.0071292857,,0.2443469371,0.6001225388,1.1819971434,1.0881469608,0.7131595004
2006-05-31,-0.0035489466,-0.0021707865,-0.0145688202,-0.0110023876,-0.0089047452,,-0.3550500403,-0.2170992443,-1.4567024213,-1.1002814934,-0.8905169905
2006-06-30,-0.0009537198,0.0014416484,0.0055328813,0.0003443988,0.001930828,,-0.0953814899,0.1441575861,0.5533185942,0.03443803,0.1930615505
2006-07-31,-0.0010781824,0.0013464941,0.0017477179,0.006271943,0.0032888655,,-0.107867563,0.1346822258,0.1747598331,0.6271225592,0.3288965355
2006-08-31,0.0017734604,0.0030858977,0.0018756369,0.0078610231,0.0022732598,,0.177227497,0.3085003601,0.1875676788,0.786176849,0.2274103728
2006-09-29,-0.001464852,0.0002707736,0.0034827889,0.0094531041,0.0012667813,,-0.1465194804,0.0270674963,0.3482538669,0.945381847,0.1267233003
2006-10-31,0.0003238636,0.0065989496,0.0218884454,0.0177005348,0.0044705882,,0.0323886688,0.6597143309,2.1889660617,1.7701420041,0.4470000136
2006-11-30,0.0009863014,0.0039728865,0.0130542857,0.0103931507,0.0065354795,,0.0985750072,0.3973601133,1.3054830597,1.039252413,0.6536039687
2006-12-31,0.0027034483,0.0039435285,0.0027266501,0.0137477314,0.0054175948,,0.2702244492,0.3944064405,0.2726843275,1.374896535,0.5416045054
2007-01-31,0.0020601108,-0.000521769,0.008907804,0.0030652498,0.0024809915,,0.2059896494,-0.0521720577,0.8906779943,0.306555948,0.2482192713
2007-02-28,0.0059480703,0.0005028659,-0.0115080245,0.0065777512,-0.000492243,,0.5946419813,0.0503001591,-1.1509559759,0.6576939398,-0.0492106888
2007-03-30,-0.0009150349,0.0040903811,0.0098660426,0.0137522017,0.002712389,,-0.0914922096,0.4089144896,0.9867232019,1.3751351407,0.2712757053
2007-04-30,-0.0012780074,0.004038477,0.0214891743,0.018010615,0.0034393599,,-0.1278368413,0.4038631476,2.1489906196,1.8007894771,0.3439676379
2007-05-31,7.84008828250401e-05,0.0063985453,0.0198455056,0.0052987159,0.0041370987,,0.0078417561,0.6398408662,1.9844077873,0.529891032,0.4137627142
2007-06-29,1.53220951234196e-05,0.0016887417,-0.0098476821,0.0007737909,0.000410596,,0.0015325215,0.168809634,-0.9847745325,0.0773892721,0.0410550893
2007-07-31,3.62395906491422e-05,-0.0027667904,-0.013002428,-0.002240895,0.0040536972,,0.0036249782,-0.2765655102,-1.3002420857,-0.2241113359,0.4053813364
2007-08-31,-0.0010546358,-0.002205298,0.0050518764,-0.0014082079,-0.0026296909,,-0.1054127731,-0.2205349064,0.5051685889,-0.1408400238,-0.2629666679
2007-09-28,0.0017244688,0.0031657691,0.0161151376,0.0156823656,0.0082818369,,0.1724952798,0.3164951712,1.6114413156,1.5682491417,0.8284684604
2007-10-31,-0.0007779562,0.0091394198,0.01773948,0.0203761895,0.0053962056,,-0.0777782468,0.9141296009,1.77411192,2.0373039543,0.539587596
2007-11-30,-0.0012315029,-0.0045030218,-0.0163051099,-0.0196911957,-0.0058389318,,-0.1231447967,-0.450431001,-1.6305841326,-1.9690081314,-0.5837031287
2007-12-31,-0.0015877325,-0.0024059722,0.0062151263,-0.0014670257,-0.0010573722,,-0.158928219,-0.2406287717,0.6215518403,-0.146681818,-0.1056869458
2008-01-31,-0.0014344073,-0.0076950316,-0.0309667771,-0.0340196326,-0.0087785306,,-0.1432970013,-0.7692809452,-3.0970973602,-3.4017319461,-0.8781984175
2008-02-29,0.0015981433,0.0029048575,0.0048756825,0.016219992,0.0027595343,,0.1598215237,0.2903934421,0.4875561439,1.6220088488,0.2760690606
2008-03-31,-0.0028390696,-0.0009337176,-0.0043982606,0.0195480033,-0.0012788287,,-0.2840169086,-0.0933963949,-0.4398516419,1.9545697722,-0.1277826369
2008-04-30,0.0033289714,0.0057907075,0.0256147316,0.0029648771,0.0051295534,,0.3332243988,0.5789368796,2.5616426241,0.2964814465,0.5127215614
2008-05-30,0.0017018766,0.0015743101,0.0166719518,0.0023246162,-0.000627155,,0.1700872224,0.1574369043,1.6672565211,0.2324494675,-0.0627312891
2008-06-30,-0.002396949,-0.0041762344,-0.0189253814,-0.0285823866,-0.0077797069,,-0.239592884,-0.4178195821,-1.8923961208,-2.8585717616,-0.7777466018
2008-07-31,-0.0015182101,-0.0049796328,-0.0199127119,0.0015364704,0.0012591151,,-0.1519399908,-0.4981455054,-1.9909496228,0.1536541967,0.1258846329
2008-08-29,-0.0005667703,-0.0031018963,0.0016107956,-0.0121761814,-0.0037341025,,-0.0567819459,-0.3101271028,0.1610915647,-1.2174274798,-0.3733426201
2008-09-30,-0.0029240646,-0.0175982546,-0.048979356,-0.031671943,-0.0109253987,,-0.2925752549,-1.7597215336,-4.8980998456,-3.166947233,-1.0925163606
2008-10-31,-0.0039198295,-0.0160646138,-0.0930255767,-0.0742943831,-0.0109228084,,-0.3923622184,-1.6071505076,-9.3029386249,-7.4281773919,-1.0912589041
2008-11-28,-0.001331488,-0.0079725112,-0.020180147,-0.0118252553,-0.0017406987,,-0.1331242017,-0.7974802247,-2.0179422349,-1.1824594642,-0.1740932953
2008-12-31,0.0051057257,-0.0010764803,0.0014881579,0.0341344058,0.0040972451,,0.510741709,-0.1075591868,0.1488171667,3.4141782676,0.40952262
2009-01-30,-0.0039904189,-0.0013990178,-0.0281724293,-0.0356319102,-0.0041250752,,-0.3990714442,-0.1399084837,-2.8174773105,-3.5629725155,-0.4124028165
2009-02-27,-0.0083673248,-0.003259116,-0.0428098126,-0.0242106044,-0.0081829007,,-0.837017224,-0.3256103163,-4.2811282679,-2.420784458,-0.8185108288
2009-03-31,0.0019006107,0.0035395611,0.0351676718,0.0194164122,0.0076054389,,0.1899545362,0.3539087246,3.517149247,1.9415654782,0.7604509463
2009-04-30,0.0046816396,0.0042747043,0.0381374624,0.0363774805,0.0170666867,,0.4677479552,0.4274995447,3.8140574981,3.6372467228,1.706935377
2009-05-29,0.0058522054,0.0036748166,0.0528658778,0.0260949438,0.0273399218,,0.5856399083,0.3674829343,5.2861829247,2.6095082647,2.7339169708
2009-06-30,0.0011996282,0.0001325898,-0.001929459,-0.0085318462,-0.0005816946,,0.1199384406,0.0132513052,-0.192954436,-0.8532687817,-0.0581656576
2009-07-31,0.0003993666,0.0058863598,0.0349229835,0.0354787373,0.0165773438,,0.0398993791,0.5886970333,3.4923130505,3.5481626183,1.657845608
2009-08-31,0.0021575807,0.0015911952,0.0102801687,0.0271401358,-0.001018597,,0.2156949929,0.1592838729,1.0280158865,2.7136909339,-0.1018545979
2009-09-30,-0.0019900422,0.0014031478,0.013566845,0.0192210472,0.0105752083,,-0.1988371512,0.1403323235,1.3566615438,1.922450082,1.0573518411
2009-10-30,-0.0008848315,0.0027724719,-0.0018482745,-0.0116576344,0.0033623596,,-0.0883383398,0.2773064047,-0.1848260042,-1.1657567755,0.3363116631
2009-11-30,-0.0012709659,0.0037249833,0.0196812172,0.0091017388,0.0002184485,,-0.1270717527,0.3724328798,1.9682275602,0.9102982331,0.0218382383
2009-12-31,0.0006697537,0.0030669563,0.0208897269,0.006481182,0.0048289097,,0.066955707,0.3067434311,2.0890165885,0.6480820908,0.4828712039
2010-01-29,0.0009728904,-0.0046414662,-0.0159364261,-0.0136502482,-0.0075667048,,0.0972900596,-0.4639787468,-1.5935529025,-1.365138009,-0.7569229673
2010-02-26,0.0009306288,-0.0003474784,0.0218207428,-0.0067278962,0.005461954,,0.092928494,-0.034718306,2.1821395883,-0.6728619817,0.546389338
2010-03-31,0.002148497,0.0101624749,0.0321997996,0.0126219439,0.0077886172,,0.2151636135,1.0165191276,3.2198582261,1.2618891712,0.7788692474
2010-04-30,0.0008721443,-0.0015967936,0.0109561723,-0.0059288978,0.0004016032,,0.0871985369,-0.1597268929,1.0955725597,-0.5929351635,0.0401552551
2010-05-31,-0.0025434184,-0.0102056484,-0.041485664,-0.0261074954,-0.0132657872,,-0.254219876,-1.0208441794,-4.1485492866,-2.6106922413,-1.3265256517
2010-06-30,-0.001112007,-0.0017222268,-0.0365108874,-0.0009838127,0.0040140407,,-0.1112578699,-0.1721829502,-3.6511490701,-0.0983641324,0.4014819633
2010-07-30,0.0015751265,0.0131943508,0.0363941821,0.0239027403,0.011549062,,0.1576681081,1.3190717241,3.6395960205,2.3902618536,1.1546622842
2010-08-31,-0.0010123575,-0.0040636877,-0.0277236775,-0.0051822393,0.0004884438,,-0.1011499708,-0.4065378791,-2.7723295022,-0.5183150157,0.0488302827
2010-09-30,0.0019768079,0.0123092136,0.0549901961,0.0239854944,0.0188722222,,0.1975851001,1.2306692813,5.4995408354,2.3984491862,1.8871724825
2010-10-29,0.0011495256,0.0044697449,0.0218817204,0.0121413135,0.0034247312,,0.1151536963,0.4467876347,2.1881562657,1.2140574508,0.3425147017
2010-11-30,0.0006174833,-0.0040593939,-0.0006523369,-0.0222095018,0.0005791988,,0.0617320268,-0.4059023677,-0.0652314019,-2.2209518252,0.0579313781
2010-12-31,0.0022100606,0.0097397929,0.0357784724,0.0155253956,0.0089243993,,0.2214083508,0.9741084972,3.5779225681,1.552318993,0.8921944498
2011-01-31,-0.0002036918,-0.0007484129,0.0133435882,0.0140793437,-0.0014741576,,-0.0203849754,-0.0748120223,1.3344190402,1.4081706787,-0.1473799979
2011-02-28,0.0010531144,0.00338574,0.0283615362,0.0053183457,-0.0058488284,,0.1053014715,0.338677807,2.8361023337,0.5318696046,-0.5847513277
2011-03-31,-0.0023041249,-0.0025779736,0.0069552463,0.0030910292,0.0031748698,,-0.2304405889,-0.2578859804,0.6955637518,0.3090578156,0.3173952126
2011-04-30,-0.0002161594,0.0071498999,0.0205553464,0.0129052863,0.0062636864,,-0.0216721631,0.7147200762,2.0554345727,1.2908021768,0.6262618944
2011-05-31,-0.0002676043,-0.0029000879,-0.0062368005,-0.0140082039,-0.0010252466,,-0.0267219087,-0.2899897687,-0.62364709,-1.4011521631,-0.1025287613
2011-06-30,0.0003559375,-0.0019423828,-0.0054914648,0.000176748,-0.0031386719,,0.0357166297,-0.1943212129,-0.5491276499,0.0176728853,-0.3137751135
2011-07-31,0.0007194922,0.0004598535,-0.0207596777,-0.0115171875,0.0027463379,,0.0721084995,0.0459716601,-2.0758845259,-1.1517301348,0.2746552571
2011-08-31,-0.0017409628,-0.007045435,-0.0331885558,-0.0194509423,-0.0118263158,,-0.1743777148,-0.7044392349,-3.318795274,-1.944853825,-1.1827361087
2011-09-30,-0.0018647541,-0.0110336637,-0.0396923847,-0.019360427,-0.0208985227,,-0.186376601,-1.1033031838,-3.9693188113,-1.9361104586,-2.0900049455
2011-10-31,0.0001354159,0.0122054959,0.0747893694,0.0233827606,0.0185280847,,0.0135412994,1.2207322669,7.4795221841,2.3380423963,1.8523416228
2011-11-30,-0.0009227114,-0.0016424312,0.0025993797,-0.009127924,-0.0078202301,,-0.0925267017,-0.1641705966,0.2599376535,-0.912850197,-0.7819309254
2011-12-31,0.0002497299,0.0001077331,0.0048259804,-0.0057015306,0.0001452581,,0.0249902374,0.0107674918,0.4825623704,-0.5703596875,0.0145304454
,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
